"","V1","V2","V3","V4","V5","V6"
"1",0.00050083,0.3574565,1.01964,0.000851798,0.001351135,0.000890807
"2",0.00219698,0.3525465,0.934562,0.00835063,0.130825,0.00161746
"3",0.0648713,0.4171055,0.844848,0.00279486,0.0229658,0.005836325
"4",0.001095985,0.435911,0.9614,0.02526025,0.00276306,0.0008436125
"5",0.00148816,0.297155,0.856745,0.1048135,0.1021635,0.0243102
"6",0.00209789,0.4791275,0.7416505,0.17091,0.02126395,0.003307835
"7",0.0003808015,0.3384605,1.01237,0.0008345485,0.00127079,0.000720349
"8",0.00301263,0.2957995,0.776875,0.1977755,0.102149,0.00130532
"9",0.003098175,0.3136975,0.9149205,0.003839305,0.1677325,0.001761845
"10",0.0007251495,0.43362,0.9076105,0.00146235,0.03183545,0.00143841
"11",0.07860505,0.4164115,0.696373,0.0273397,0.124301,0.0180119
"12",0.0003508455,0.384792,1.00143,0.0005188055,0.000686236,0.000491975
"13",0.002321755,0.460372,0.863414,0.08769995,0.01782015,0.00150597
"14",0.0267598,0.268793,0.8773945,0.002729285,0.004291645,0.284132
"15",0.001362785,0.457773,0.894136,0.001840775,0.00275602,0.001976395
"16",0.0006723845,0.511403,0.835381,0.001431105,0.0164798,0.001011295
"17",0.00385967,0.282394,0.7796695,0.193544,0.105508,0.00116222
"18",0.000682728,0.3985815,0.897091,0.00128583,0.02887775,0.000889577
"19",0.000602215,0.4705325,0.8835125,0.004268475,0.00330326,0.000852356
"20",0.00124122,0.4242665,0.7774905,0.00114484,0.1356805,0.0009236425
"21",0.000801282,0.2905005,1.095045,0.00127474,0.001259485,0.000539778
"22",0.01215215,0.5052355,0.7236085,0.004094465,0.169961,0.00292834
"23",0.0007824585,0.3092735,1.08473,0.00145729,0.001374515,0.0006330545
"24",0.01153225,0.400711,0.902344,0.01590805,0.06274215,0.02134755
"25",0.001278865,0.3699415,0.9849715,0.002498655,0.05060245,0.002115895
"26",0.001561215,0.5107225,0.8249415,0.0780199,0.0009695905,0.03683095
"27",0.004589485,0.51659,0.6114025,0.0385499,0.15969,0.00370116
"28",0.00362409,0.25794,0.85494,0.00653187,0.181402,0.03479035
"29",0.002449755,0.31728,0.961562,0.00322228,0.04413585,0.06109935
"30",0.009395,0.327045,0.650586,0.1370545,0.01039525,0.244605
"31",0.0965392,0.3704345,0.875768,0.0185817,0.0303868,0.001014625
"32",0.001105335,0.4084765,0.9943365,0.001197145,0.005498595,0.001667685
"33",0.0010891,0.454622,0.8711585,0.006275835,0.003355285,0.0986201
"34",0.001174065,0.463586,0.7670585,0.00247088,0.129325,0.001359525
"35",0.0005300945,0.419515,0.9536585,0.000924703,0.003590475,0.0005384025
"36",0.0014116,0.3969235,0.9404745,0.00315767,0.0137361,0.00476018
"37",0.000578467,0.5278785,0.848533,0.00209008,0.00438592,0.001042835
