"","V1","V2","V3","V4","V5","V6"
"1",0.0577373,0.646777,0.000591631,0.000432207,0.0004200645,0.576133
"2",0.09314615,0.5867405,0.006296445,0.00145424,0.043049,0.618728
"3",0.151251,0.477233,0.09385275,0.005310185,0.00150173,0.5511215
"4",0.00971083,0.6987905,0.0174725,0.000569849,0.001092635,0.6046375
"5",0.249358,0.518443,0.0459854,0.000777448,0.03749865,0.467538
"6",0.0889408,0.584396,0.2265325,0.0007845055,0.00241725,0.4324765
"7",0.02271765,0.6793755,0.000415708,0.000331518,0.0004084395,0.5592965
"8",0.02812365,0.562043,0.1229865,0.007244495,0.0856075,0.504369
"9",0.139336,0.52885,0.0133076,0.004160265,0.02487845,0.6079165
"10",0.1322375,0.6372575,0.00160381,0.000685148,0.002276285,0.515358
"11",0.08128595,0.5644125,0.01474955,0.1227015,0.0234787,0.468985
"12",0.02872865,0.681829,0.000528953,0.000278266,0.0003109275,0.585594
"13",0.0318976,0.730387,0.0103647,0.04185375,0.001186755,0.5086525
"14",0.2202755,0.5293645,0.000870225,0.08744115,0.0558921,0.4587965
"15",0.1667735,0.606674,0.005768295,0.000548599,0.000558224,0.5087075
"16",0.0871903,0.6752455,0.001240245,0.000894119,0.000528354,0.512394
"17",0.02759265,0.5520255,0.1231705,0.0103811,0.07933705,0.498876
"18",0.0810953,0.605043,0.000956895,0.001105245,0.0005912735,0.5590335
"19",0.0104437,0.7600855,0.0013674,0.0005903395,0.000786136,0.5114585
"20",0.1433765,0.5277675,0.005999625,0.05198025,0.0008055965,0.5328275
"21",0.0109008,0.597155,0.001424225,0.000370081,0.000467725,0.6895705
"22",0.1881915,0.5375045,0.169718,0.00187138,0.00402093,0.455768
"23",0.0130317,0.594248,0.001980465,0.000427549,0.0005044975,0.6866835
"24",0.2088295,0.60688,0.0242916,0.0119834,0.003795335,0.4691065
"25",0.1687955,0.604998,0.001834965,0.00183853,0.00118112,0.55716
"26",0.246025,0.6631135,0.1014515,0.0005066875,0.0009130515,0.367416
"27",0.148078,0.47736,0.1709935,0.03793205,0.001638945,0.433089
"28",0.1122925,0.5366385,0.001007715,0.0848617,0.0261623,0.5134145
"29",0.2772135,0.5385975,0.001476335,0.001904225,0.00150262,0.489782
"30",0.2602945,0.4863095,0.0291626,0.079939,0.0828898,0.350625
"31",0.0807151,0.493564,0.1872805,0.00100404,0.000909584,0.5566155
"32",0.172288,0.594184,0.001477995,0.0005992415,0.0005752365,0.554315
